Xは | Yという -> ものを | 見た
Xが | Y -> 猫で | 分らぬ
Xが | Yは -> 猫で | 分らぬ
Xが | Yの -> 事なら | 分らぬ
X | Y -> 猫で | 分らぬ
X | Yは -> 猫で | 分らぬ
X | Yの -> 事なら | 分らぬ
Xで | Yの -> 事なら | 分らぬ
Xのごときは | Y -> なく | 解すると
Xを | Y -> なく | 解すると
Xのごときは -> 解すると -> いうが | Yすら -> 分らない -> 男なのだから | 仕方がない
Xを -> 解すると -> いうが | Yすら -> 分らない -> 男なのだから | 仕方がない
Xは | Yのごとく -> 吸い付いて | ない
Xは | Yに -> 吸い付いて | ない
Xには | Yの -> 肖像が | あるのに
Xには | Yの -> 前に | あるのに
Xが | Yの -> 前に | あるのに
Xは | Yの -> 第二年目だから | すましているのでも
Xは | Yを -> いって | すましているのでも
Xだから | Yを -> いって | すましているのでも
Xが | Yの -> 絵端書を | 持って来た
Xが | Yで -> ねむりながら | 考えていると
Xが | Yを -> ねむりながら | 考えていると
Xで | Yの -> 猫が | 行列して
Xして | Yを -> 開いたり | している
Xは | Yを -> 離れて | 躍っている
Xは | Yの -> 角で | 躍っている
Xは | Yの -> 猫じゃ | 躍っている
Xで | Yの -> 猫じゃ | 躍っている
Xに | Yの -> 墨で | かいて
Xに -> かいて | Yに -> 読むや | 認められてある
Xに -> かいて | Yを -> 読むや | 認められてある
Xに -> かいて | Yという -> 俳句さえ | 認められてある
Xで -> かいて | Yに -> 読むや | 認められてある
Xで -> かいて | Yを -> 読むや | 認められてある
Xで -> かいて | Yという -> 俳句さえ | 認められてある
Xと -> かいて | Yに -> 読むや | 認められてある
Xと -> かいて | Yを -> 読むや | 認められてある
Xと -> かいて | Yという -> 俳句さえ | 認められてある
Xに -> 読むや | Yという -> 俳句さえ | 認められてある
Xを -> 読むや | Yという -> 俳句さえ | 認められてある
Xは | Yの -> 年かなと | 言った
Xは | Yの -> 旧門下生より | 来たので
Xであるのに | Yな -> 主人は | 悟らないと
Xへ | Yの -> 端書を | 持ってくる
Xが | Yの -> 端書を | 持ってくる
Xに | Yかの -> 猫へも | ある
Xに | Yと -> 言いながら | 見た
Xに | Yの -> 顔を | 見た
Xでも | Yに -> 書いて | あれば
Xまでとは -> 違って | Yの -> 意を | 含んでいるように
Xが | Yを -> 含んでいるように | 思われた
Xも | Yは -> 至当だろうと | 考える
Xが | Yの -> 新面目を | こしたのも
Xに | Yの -> 新面目を | こしたのも
Xから | Yの -> 格子が | 鳴る
Xから | Y -> チリリリリンと | 鳴る
Xが | Y -> チリリリリンと | 鳴る
Xは | Yの -> ほかは | 極めているのだから
Xだから | Yに -> 坐って | おった
Xで | Yに -> 坐って | おった
Xのごとく | Yに -> 坐って | おった
Xは | Yに -> して | 見る
Xは | Yを -> して | 見る
Xは | Yの -> 方を | 見る
Xに | Yな -> 顔付を | して
Xでも | Yの -> 客を | するのが
Xでも | Yの -> 相手を | するのが
Xを | Yの -> 相手を | するのが
Xだが | Yして -> 立派になっているという | 話しである
Xだが | Yでも -> 立派になっているという | 話しである
Xだが | Yより -> 立派になっているという | 話しである
Xか | Yの -> 所へ | 来る
Xな | Yな -> 文句ばかり | 並べては
Xが -> 行かぬが | Yを -> 打つのは | 面白い
Xを -> 求めて | Yから -> して | 行かぬが
Xですから -> 向かないのでと | Yを -> ひねくりながら | 見たような
Xへ -> 向かないのでと | Yを -> ひねくりながら | 見たような
Xが -> 向かないのでと | Yを -> ひねくりながら | 見たような
Xと | Yを -> して | 引張る
Xと | Yの -> 袖口を | 引張る
Xは | Yを -> して | 引張る
Xは | Yの -> 袖口を | 引張る
Xは | Yで -> 短かい | はみ出している
Xは | Yが -> 短かい | はみ出している
Xりと -> 欠けましたよ | Yで -> かける -> なんざ | 爺臭いね
Xりと -> 欠けましたよ | Yが -> かける -> なんざ | 爺臭いね
Xが -> 欠けましたよ | Yで -> かける -> なんざ | 爺臭いね
Xが -> 欠けましたよ | Yが -> かける -> なんざ | 爺臭いね
Xだなと | Yの -> 頭を | 叩く
Xで | Yの -> 頭を | 叩く
Xが | Yの -> 伴奏で | 面白かったです
Xは -> まじりましたが | Yでも -> 弾けたと | 思いました
Xで -> まじりましたが | Yでも -> 弾けたと | 思いました
Xが -> まじりましたが | Yでも -> 弾けたと | 思いました
Xへ -> まじりましたが | Yでも -> 弾けたと | 思いました
Xは | Yの -> 実のところは | 惚れる
Xは | Yに -> 方ではない | 惚れる
Xは | Yな -> 方ではない | 惚れる
Xは | Yが -> 出て来て | 惚れる
Xは | Yの -> 婦人には | 惚れる
Xは | Yに -> 方ではない | 惚れる
Xは | Yな -> 方ではない | 惚れる
Xは | Yが -> 出て来て | 惚れる
Xは | Yの -> 婦人には | 惚れる
Xではない | Yが -> 出て来て | 惚れる
Xではない | Yの -> 婦人には | 惚れる
Xが | Yの -> 婦人には | 惚れる
Xを -> 読んだら | Yに -> ある -> 一人物が | 出て来て
Xを -> 見て | Yだと -> 感心した | 男である
Xは | Yの -> ためだとも | 云うし
Xは | Yの -> せいだとも | 云うしまた
Xは | Yが -> なくて | 云う
Xは | Yな -> 性質だからだとも | 云う
Xに -> したって | Yの -> 歴史に | 関係する
Xは | Yに -> 挟んで | 食い切った
Xは | Yを -> 挟んで | 食い切った
Xは | Yで -> 挟んで | 食い切った
Xに | Yの -> 蒲鉾を | 挟んで
Xですよ | Yの -> 方じゃ | ありませんと
Xは | Yですよと -> して | 見る
Xは | Yが -> して | 見る
Xか | Yですよと -> して | 見る
Xか | Yが -> して | 見る
Xですな | Yなら -> もしましょうか | 落ちたので
Xですな | Yに -> もしましょうか | 落ちたので
Xですな | Yで -> もしましょうか | 落ちたので
Xより | Yの -> 身元を | 聞きたいと
Xは | Yと -> 見えて | 立つ
Xは | Yと -> 思い切って | 立つ
Xに | Yの -> 綿入を | 着た
Xに -> 透かして -> 見ると | Yの -> 目が | 見える
Xには | Yも -> 正月も | ない
Xは | Yを -> して | 出る
Xは | Yの -> ためとも | 思われない
Xで | Yの -> 残りを | 頂戴した
Xは | Yの -> 残りを | 頂戴した
Xして | Yの -> 残りを | 頂戴した
Xか | Yくらいの -> 資格は | あると
Xは | Yも -> 限った | 事ではない
Xは | Yに -> 限った | 事ではない
Xなどは | Yしては -> 頂戴し | 失敬している
Xであったが | Yが -> 覚まして | 着いた
Xであったが | Yに -> 覚まして | 着いた
Xであったが | Yを -> 覚まして | 着いた
Xであったが | Yに -> 対い合うて | 着いた
Xであるが | Yが -> 置かれて | 添えてあった
Xであるが | Yに -> 置かれて | 添えてあった
Xは | Yが -> 置かれて | 添えてあった
Xは | Yに -> 置かれて | 添えてあった
Xが | Yの -> 上に | 置かれて
Xは | Yに -> 食うのが | 例であるが
Xに | Yを -> つけて | 食うのが
Xが -> ないので | Yが -> すくい出して | あけた
Xが -> ないので | Yから -> すくい出して | あけた
Xが -> ないので | Yを -> すくい出して | あけた
Xが -> ないので | Yの -> 上へ | あけた
Xが -> すくい出して | Yの -> 上へ | あけた
Xから -> すくい出して | Yの -> 上へ | あけた
Xを -> すくい出して | Yの -> 上へ | あけた
Xが | Yの -> 中から | すくい出して
Xが | Yの -> 砂糖を | すくい出して
Xから | Yの -> 砂糖を | すくい出して
Xが | Yの -> した通り | あけた
Xが | Yの -> 砂糖を | あけた
Xが | Yの -> 上に | あけた
X | Yの -> 砂糖を | あけた
X | Yの -> 上に | あけた
Xを | Yの -> 上に | あけた
Xで | Yの -> 上に | あけた
Xが | Yを -> とって | 加えた
Xが | Yの -> 上に | 加えた
Xを | Yの -> 上に | 加えた
Xも | Yを -> とって | した
Xも | Yと -> 同一に | した
Xを | Yと -> 同一に | した
Xが | Yへ -> 懸ける | とる
Xが | Yを -> 懸ける | とる
Xが -> 寝ぼけ | Yを -> 擦りながら | 出て来て
Xには | Yの -> 砂糖が | 堆くなって
Xには | Yになった -> とき | 入れてしまった
Xには | Yの -> 中へ | 入れてしまった
X | Yの -> 中へ | 入れてしまった
Xを | Yの -> 中へ | 入れてしまった
Xを -> 見ると | Yは -> 優っているかも知れぬが | 劣っているようだ
Xを -> 見ると | Yより -> 優っているかも知れぬが | 劣っているようだ
Xは | Yから -> 割り出した | 公平という
Xだから | Yながら -> 黙って | 見物していた
Xだから | Yから -> 黙って | 見物していた
Xながら | Yの -> 上から | 黙って
Xのごとく | Yの -> 言う -> 事などは | 通じないのだから
Xは | Yいた -> ものか | 九時頃であった
Xは | Y -> 就いたのは | 九時頃であった
Xは | Yに -> 就いたのは | 九時頃であった
Xか | Y -> 就いたのは | 九時頃であった
Xか | Yに -> 就いたのは | 九時頃であった
Xは -> 小さいが | Y食って -> 残して | 置いた
Xは -> 小さいが | Yを -> 残して | 置いた
Xは -> 小さいが | Yへ -> 残して | 置いた
X食って | Yの -> 一切れを | 残して
X食って | Yの -> 中へ | 残して
Xを | Yの -> 中へ | 残して
Xであるが | Yを -> 振り | 平気ですましている
Xであるが | Yなる -> 彼は | 平気ですましている
Xであるが | Yを -> 見て | 平気ですましている
Xて | Yなる -> 彼は | 平気ですましている
Xて | Yを -> 見て | 平気ですましている
Xは | Yを -> 見て | 平気ですましている
Xが | Yの -> 奥から | 出して
Xは | Yは -> 利かないから | 飲まんと
Xが -> 出して | Yの -> 上に | 置くと
Xから -> 出して | Yの -> 上に | 置くと
Xを -> 出して | Yの -> 上に | 置くと
Xは -> 厭きっぽいと | Yが -> 独言のように | いう
Xだよと | Yな -> 返事を | する
Xだ | Y -> 毎日 | 上ったじゃありませんか
Xだって | Y -> 毎日 | 上ったじゃありませんか
Xだ -> 上ったじゃありませんか | Yは -> 利いたのだよ | 利かないのだよと
Xだって -> 上ったじゃありませんか | Yは -> 利いたのだよ | 利かないのだよと
X -> 上ったじゃありませんか | Yは -> 利いたのだよ | 利かないのだよと
Xは | Yに -> 利く | 利くと
Xは -> 直らないわねえと | Yを -> 持って -> 控えた -> 御三を | 顧みる
Xなんぞは -> 直らないわねえと | Yを -> 持って -> 控えた -> 御三を | 顧みる
Xた -> 直らないわねえと | Yを -> 持って -> 控えた -> 御三を | 顧みる
Xは | Y -> よくなくっちゃあ | 直らないわねえと
Xは | Yが -> よくなくっちゃあ | 直らないわねえと
Xは | Yの -> 病気た | 直らないわねえと
Xなんぞは | Yの -> 病気た | 直らないわねえと
Xに -> ならないと | Yか -> 薬か | わかりますまいと
Xは | Yも -> なく | 持つ
Xは | Yの -> 肩を | 持つ
Xですわと | Yの -> 前へ | 突き付けて
Xが | Yの -> 前へ | 突き付けて
Xを | Yの -> 前へ | 突き付けて
Xだ | Yかに -> わかる | ものか
Xだ | Yが -> わかる | ものか
Xは | Yにも -> 云わず | 這入る
Xは | Yを -> 見合せて | 笑う
Xに | Y -> からくっ | 付いて行って
Xは | Yを -> 披いて | おった
Xから -> 廻って | Yの -> 椽側へ | 上って
Xに -> 逢わされるから | Yへ -> 上って | 見ると
Xに -> 逢わされるから | Yから -> 覗いて | 見ると
Xへ -> 上って | Yから -> 覗いて | 見ると
Xへ -> 乗ると | Yな -> 目に | 逢わされるから
Xに -> 付いて行って | Yの -> 上へ | 乗ると
Xに | Yの -> 上へ | 抛り出す
Xしていると | Yな -> 事を | 書きつけた
Xは | Yな -> 事を | 書きつけた
Xと | Yの -> 端 | 神田辺を
Xで | Yの -> 春着を | きて
Xが | Yの -> 春着を | きて
Xだって | Yさえ -> 剃って -> 貰やあ | ありゃしない
Xだって | Yと -> 異った -> ところは | ありゃしない
Xやあ | Yと -> 異った -> ところは | ありゃしない
Xは | Yも -> 着こなされて | 見えた
Xは | Yに -> 着こなされて | 見えた
Xで | Yも -> 着こなされて | 見えた
Xで | Yに -> 着こなされて | 見えた
Xは | Yが -> しかった | もんだからと
Xを -> 出して -> 笑いながら | Yは -> もんだからと | 云った
Xは -> おったので | Yも -> 下落したように | 感ぜられたから
Xは -> おったので | Yに -> 下落したように | 感ぜられたから
X枯れて -> おったので | Yも -> 下落したように | 感ぜられたから
X枯れて -> おったので | Yに -> 下落したように | 感ぜられたから
Xになって | Yの -> まま | 出た
Xは | Yのごとく -> 皺枯れて | おったので
Xに | Yの -> 慰安を | 求めつつあるのか
Xを -> して | Yれの -> 真面目を | 保存するには
Xであるから | Yを -> 保存するには | 及ばぬと
Xは | Yする -> 必要が | あるかも知れないが
Xが -> あるなら | Yに -> 寝ているまでの | 事さ
